"check_id","category","quantity","expected","observed","tolerance","status","source","notes"
"CELL_1136","reported_table_cell","Table 2 2004 CI_upper_percent","74.9","74.86545177296965","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1137","reported_table_cell","Table 2 2004 mean_discharge_m3_s","192.5","192.5227272727273","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1138","reported_table_cell","Table 2 2004 discharge_cv","0.489","0.489347350047784","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1139","reported_table_cell","Table 2 2005 marked","1620","1620","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1140","reported_table_cell","Table 2 2005 Moses","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1141","reported_table_cell","Table 2 2005 Butters","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1142","reported_table_cell","Table 2 2005 conditional_Moses_percent","50","50","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1143","reported_table_cell","Table 2 2005 CI_lower_percent","15.7","15.7012770487058","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1144","reported_table_cell","Table 2 2005 CI_upper_percent","84.3","84.2987229512942","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1145","reported_table_cell","Table 2 2005 mean_discharge_m3_s","218.1","218.0967741935484","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1146","reported_table_cell","Table 2 2005 discharge_cv","0.471","0.4714748975695339","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1147","reported_table_cell","Table 2 2006 marked","1453","1453","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1148","reported_table_cell","Table 2 2006 Moses","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1149","reported_table_cell","Table 2 2006 Butters","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1150","reported_table_cell","Table 2 2006 conditional_Moses_percent","100","100","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1151","reported_table_cell","Table 2 2006 CI_lower_percent","29.2","29.24017738212867","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1152","reported_table_cell","Table 2 2006 CI_upper_percent","100","100","0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1153","reported_table_cell","Table 2 2006 mean_discharge_m3_s","267.6","267.5692307692308","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1154","reported_table_cell","Table 2 2006 discharge_cv","0.494","0.4937729334461721","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1155","reported_table_cell","Table 2 2007 marked","3348","3348","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1156","reported_table_cell","Table 2 2007 Moses","5","5","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1157","reported_table_cell","Table 2 2007 Butters","7","7","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1158","reported_table_cell","Table 2 2007 conditional_Moses_percent","41.7","41.66666666666667","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1159","reported_table_cell","Table 2 2007 CI_lower_percent","15.2","15.16522298084301","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1160","reported_table_cell","Table 2 2007 CI_upper_percent","72.3","72.33303143178942","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1161","reported_table_cell","Table 2 2007 mean_discharge_m3_s","319.9","319.9444444444445","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1162","reported_table_cell","Table 2 2007 discharge_cv","0.557","0.5570620149007884","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1163","reported_table_cell","Table 2 2008 marked","994","994","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1164","reported_table_cell","Table 2 2008 Moses","11","11","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1165","reported_table_cell","Table 2 2008 Butters","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1166","reported_table_cell","Table 2 2008 conditional_Moses_percent","91.7","91.66666666666666","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1167","reported_table_cell","Table 2 2008 CI_lower_percent","61.5","61.52038348490559","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1168","reported_table_cell","Table 2 2008 CI_upper_percent","99.8","99.78924067681398","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1169","reported_table_cell","Table 2 2008 mean_discharge_m3_s","304","304.0322580645162","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1170","reported_table_cell","Table 2 2008 discharge_cv","0.654","0.6541056484293665","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1171","reported_table_cell","Table 2 2009 marked","2275","2275","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1172","reported_table_cell","Table 2 2009 Moses","12","12","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1173","reported_table_cell","Table 2 2009 Butters","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1174","reported_table_cell","Table 2 2009 conditional_Moses_percent","80","80","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1175","reported_table_cell","Table 2 2009 CI_lower_percent","51.9","51.9108866193147","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1176","reported_table_cell","Table 2 2009 CI_upper_percent","95.7","95.66879948941633","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1177","reported_table_cell","Table 2 2009 mean_discharge_m3_s","373.6","373.5675675675676","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1178","reported_table_cell","Table 2 2009 discharge_cv","0.577","0.57674840566883","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1179","reported_table_cell","Table 2 2010 marked","2000","2000","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1180","reported_table_cell","Table 2 2010 Moses","12","12","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1181","reported_table_cell","Table 2 2010 Butters","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1182","reported_table_cell","Table 2 2010 conditional_Moses_percent","85.7","85.71428571428571","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1183","reported_table_cell","Table 2 2010 CI_lower_percent","57.2","57.18708390903011","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1184","reported_table_cell","Table 2 2010 CI_upper_percent","98.2","98.22054845168084","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1185","reported_table_cell","Table 2 2010 mean_discharge_m3_s","219.2","219.18","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1186","reported_table_cell","Table 2 2010 discharge_cv","0.584","0.5841008477262594","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1187","reported_table_cell","Table 2 2012 marked","2348","2348","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1188","reported_table_cell","Table 2 2012 Moses","7","7","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1189","reported_table_cell","Table 2 2012 Butters","9","9","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1190","reported_table_cell","Table 2 2012 conditional_Moses_percent","43.8","43.75","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1191","reported_table_cell","Table 2 2012 CI_lower_percent","19.8","19.75341405326679","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1192","reported_table_cell","Table 2 2012 CI_upper_percent","70.1","70.12231009168227","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1193","reported_table_cell","Table 2 2012 mean_discharge_m3_s","267.3","267.28","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1194","reported_table_cell","Table 2 2012 discharge_cv","0.438","0.4382485734798131","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1195","reported_table_cell","Table 2 2014 marked","694","694","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1196","reported_table_cell","Table 2 2014 Moses","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1197","reported_table_cell","Table 2 2014 Butters","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1198","reported_table_cell","Table 2 2014 conditional_Moses_percent","100","100","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1199","reported_table_cell","Table 2 2014 CI_lower_percent","2.5","2.500000000000002","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1200","reported_table_cell","Table 2 2014 CI_upper_percent","100","100","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1201","reported_table_cell","Table 2 2014 mean_discharge_m3_s","454.8","454.84","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1202","reported_table_cell","Table 2 2014 discharge_cv","0.566","0.566197064445605","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1203","reported_table_cell","Table 2 2016 marked","1299","1299","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1204","reported_table_cell","Table 2 2016 Moses","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1205","reported_table_cell","Table 2 2016 Butters","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1206","reported_table_cell","Table 2 2016 conditional_Moses_percent","42.9","42.85714285714285","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1207","reported_table_cell","Table 2 2016 CI_lower_percent","9.9","9.898827844250789","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1208","reported_table_cell","Table 2 2016 CI_upper_percent","81.6","81.5948432359917","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1209","reported_table_cell","Table 2 2016 mean_discharge_m3_s","388.7","388.6842105263158","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1210","reported_table_cell","Table 2 2016 discharge_cv","0.496","0.4960543622017791","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1211","reported_table_cell","Table 2 2017 marked","996","996","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1212","reported_table_cell","Table 2 2017 Moses","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1213","reported_table_cell","Table 2 2017 Butters","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1214","reported_table_cell","Table 2 2017 conditional_Moses_percent","50","50","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1215","reported_table_cell","Table 2 2017 CI_lower_percent","1.3","1.257911709342506","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1216","reported_table_cell","Table 2 2017 CI_upper_percent","98.7","98.74208829065749","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1217","reported_table_cell","Table 2 2017 mean_discharge_m3_s","209.2","209.1666666666667","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1218","reported_table_cell","Table 2 2017 discharge_cv","0.406","0.4060923488697171","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1219","reported_table_cell","Table 2 2019 marked","669","669","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1220","reported_table_cell","Table 2 2019 Moses","5","5","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1221","reported_table_cell","Table 2 2019 Butters","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1222","reported_table_cell","Table 2 2019 conditional_Moses_percent","100","100","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1223","reported_table_cell","Table 2 2019 CI_lower_percent","47.8","47.81762498950186","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1224","reported_table_cell","Table 2 2019 CI_upper_percent","100","100","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1225","reported_table_cell","Table 2 2019 mean_discharge_m3_s","421.5","421.5128205128205","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1226","reported_table_cell","Table 2 2019 discharge_cv","0.589","0.5886033265899873","0.000500000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1227","reported_table_cell","Table 2 Total marked","21674","21674","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1228","reported_table_cell","Table 2 Total Moses","87","87","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1229","reported_table_cell","Table 2 Total Butters","40","40","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1230","reported_table_cell","Table 2 Total conditional_Moses_percent","68.5","68.50393700787401","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1231","reported_table_cell","Table 2 Total CI_lower_percent","59.7","59.66766244171813","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1232","reported_table_cell","Table 2 Total CI_upper_percent","76.5","76.45420929353536","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1233","reported_table_cell","Table 3 1 receiver_index","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1234","reported_table_cell","Table 3 1 zone_index",NA,NA,"0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1235","reported_table_cell","Table 3 1 channel_index",NA,NA,"0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1236","reported_table_cell","Table 3 1 detected_fish","23","23","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1237","reported_table_cell","Table 3 2 receiver_index","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1238","reported_table_cell","Table 3 2 zone_index",NA,NA,"0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1239","reported_table_cell","Table 3 2 channel_index",NA,NA,"0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1240","reported_table_cell","Table 3 2 detected_fish","38","38","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1241","reported_table_cell","Table 3 3 receiver_index","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1242","reported_table_cell","Table 3 3 zone_index",NA,NA,"0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1243","reported_table_cell","Table 3 3 channel_index",NA,NA,"0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1244","reported_table_cell","Table 3 3 detected_fish","25","25","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1245","reported_table_cell","Table 3 4 receiver_index","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1246","reported_table_cell","Table 3 4 zone_index","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1247","reported_table_cell","Table 3 4 channel_index","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1248","reported_table_cell","Table 3 4 detected_fish","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1249","reported_table_cell","Table 3 5 receiver_index","5","5","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1250","reported_table_cell","Table 3 5 zone_index","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1251","reported_table_cell","Table 3 5 channel_index","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1252","reported_table_cell","Table 3 5 detected_fish","16","16","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1253","reported_table_cell","Table 3 6 receiver_index","6","6","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1254","reported_table_cell","Table 3 6 zone_index","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1255","reported_table_cell","Table 3 6 channel_index","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1256","reported_table_cell","Table 3 6 detected_fish","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1257","reported_table_cell","Table 3 7 receiver_index","7","7","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1258","reported_table_cell","Table 3 7 zone_index","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1259","reported_table_cell","Table 3 7 channel_index","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1260","reported_table_cell","Table 3 7 detected_fish","15","15","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1261","reported_table_cell","Table 3 8 receiver_index","8","8","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1262","reported_table_cell","Table 3 8 zone_index","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1263","reported_table_cell","Table 3 8 channel_index","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1264","reported_table_cell","Table 3 8 detected_fish","7","7","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1265","reported_table_cell","Table 3 9 receiver_index","9","9","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1266","reported_table_cell","Table 3 9 zone_index","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1267","reported_table_cell","Table 3 9 channel_index","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1268","reported_table_cell","Table 3 9 detected_fish","8","8","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1269","reported_table_cell","Table 3 10 receiver_index","10","10","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1270","reported_table_cell","Table 3 10 zone_index","5","5","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1271","reported_table_cell","Table 3 10 channel_index","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1272","reported_table_cell","Table 3 10 detected_fish","22","22","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1273","reported_table_cell","Table 3 11 receiver_index","11","11","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1274","reported_table_cell","Table 3 11 zone_index","5","5","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1275","reported_table_cell","Table 3 11 channel_index","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
